Wall time,Step,Value
1721132836.00434,51200,-1037.852294921875
1721132848.2684538,102400,-1048.75390625
1721132860.715868,153600,-1044.3271484375
1721132872.965664,204800,-1002.9171752929688
1721132884.921139,256000,-945.0111083984375
1721132896.980984,307200,-918.0866088867188
1721132908.707256,358400,-890.983154296875
1721132921.6504478,409600,-889.2957763671875
1721132935.169774,460800,-854.099609375
1721132947.875411,512000,-815.249267578125
1721132962.846675,563200,-799.9335327148438
1721132975.294775,614400,-793.5494384765625
1721132987.574574,665600,-755.7962036132812
1721132999.4355872,716800,-693.536865234375
1721133011.432663,768000,-644.0354614257812
1721133024.157502,819200,-639.9559936523438
1721133036.137426,870400,-625.179931640625
1721133048.359402,921600,-626.3026123046875
1721133060.322342,972800,-557.0999145507812
1721133072.430748,1024000,-562.5560913085938
1721133084.601901,1075200,-531.5221557617188
1721133096.6292899,1126400,-515.9978637695312
1721133108.795451,1177600,-455.21160888671875
1721133120.849966,1228800,-488.6131896972656
1721133132.939532,1280000,-419.9790344238281
1721133146.198949,1331200,-358.4173889160156
1721133160.082114,1382400,-332.232177734375
1721133174.013111,1433600,-286.954833984375
1721133186.896992,1484800,-290.7471008300781
1721133199.812955,1536000,-223.0367889404297
1721133211.9313111,1587200,-184.88755798339844
1721133224.078939,1638400,-201.1235809326172
1721133236.123704,1689600,-155.6935577392578
1721133248.184426,1740800,-86.9445571899414
1721133260.533615,1792000,-126.53880310058594
1721133272.5900831,1843200,-54.464263916015625
1721133284.943636,1894400,8.975278854370117
1721133296.984225,1945600,62.41009521484375
1721133309.0723379,1996800,85.62767791748047
1721133321.4287949,2048000,105.88579559326172
1721133333.556094,2099200,206.1431884765625
1721133345.899449,2150400,287.5403747558594
1721133357.920762,2201600,299.0351257324219
1721133369.978272,2252800,217.82223510742188
1721133382.299545,2304000,399.8733215332031
1721133394.407787,2355200,331.35455322265625
1721133406.794559,2406400,501.0781555175781
1721133418.8806,2457600,611.9570922851562
1721133431.0688362,2508800,519.647705078125
1721133443.2765388,2560000,523.0480346679688
1721133455.391066,2611200,650.177978515625
1721133467.747862,2662400,636.1323852539062
1721133479.852381,2713600,662.6567993164062
1721133491.907706,2764800,863.267578125
1721133504.1683059,2816000,832.0496826171875
1721133516.268333,2867200,860.64794921875
1721133528.564194,2918400,907.4163818359375
1721133540.629921,2969600,917.4281005859375
1721133552.77052,3020800,1070.3193359375
1721133564.960695,3072000,1124.717529296875
1721133576.9903722,3123200,1143.1953125
1721133589.251341,3174400,1131.1729736328125
1721133601.2059278,3225600,1181.146484375
1721133613.216473,3276800,1161.92529296875
1721133625.347028,3328000,970.184326171875
1721133637.821892,3379200,1282.9566650390625
1721133650.335947,3430400,1334.6241455078125
1721133662.397734,3481600,1244.7828369140625
1721133674.4840162,3532800,1349.150390625
1721133686.845393,3584000,1414.20068359375
1721133698.7697809,3635200,1471.7039794921875
1721133710.8930292,3686400,1095.49365234375
1721133722.8211179,3737600,1247.7255859375
1721133734.87186,3788800,1492.5826416015625
1721133747.05624,3840000,1479.284912109375
1721133759.033456,3891200,1475.609619140625
1721133771.146131,3942400,1625.921875
1721133783.169141,3993600,1655.39453125
1721133795.5175428,4044800,1490.313232421875
1721133807.6288729,4096000,1426.2347412109375
1721133819.6297479,4147200,1635.1956787109375
1721133831.778049,4198400,1589.3212890625
1721133843.765889,4249600,1695.095947265625
1721133855.9997718,4300800,1644.0941162109375
