Wall time,Step,Value
1721141427.240171,51200,3418.962158203125
1721141432.5175638,102400,4797.72216796875
1721141437.816757,153600,4867.626953125
1721141445.255527,204800,4669.4580078125
1721141450.7300348,256000,4237.11181640625
1721141455.768406,307200,5058.0537109375
1721141460.971921,358400,5166.8505859375
1721141466.1702368,409600,5209.88330078125
1721141471.501657,460800,4436.740234375
1721141479.680856,512000,5168.44140625
1721141485.3294048,563200,5493.3134765625
1721141491.018239,614400,4127.26611328125
1721141496.78224,665600,4060.331298828125
1721141502.8875132,716800,4408.34326171875
1721141509.2717068,768000,5345.4638671875
1721141515.7985542,819200,3790.421875
1721141522.555412,870400,5007.41943359375
1721141528.994763,921600,4563.63134765625
1721141535.472557,972800,4250.2890625
1721141542.313698,1024000,4210.6865234375
1721141546.882516,1075200,6937.23828125
1721141558.48352,1126400,7033.45703125
1721141570.450103,1177600,7136.45751953125
1721141582.603849,1228800,7216.81591796875
1721141594.7436721,1280000,7305.3759765625
1721141606.776139,1331200,7392.00048828125
1721141618.659796,1382400,7376.03076171875
1721141630.844411,1433600,7434.71630859375
1721141642.772202,1484800,7651.8515625
1721141654.234182,1536000,7639.15625
1721141665.9678988,1587200,7224.541015625
1721141672.459414,1638400,7284.52587890625
1721141683.7310221,1689600,7080.76953125
1721141691.419111,1740800,7081.73291015625
1721141698.737359,1792000,7042.27197265625
1721141705.942174,1843200,7151.40087890625
1721141713.393158,1894400,7306.8505859375
1721141721.70137,1945600,6850.8935546875
1721141730.2024162,1996800,6582.68798828125
1721141738.8725,2048000,7185.02783203125
1721141749.7990348,2099200,6498.64599609375
1721141760.969101,2150400,6529.654296875
1721141775.9452548,2201600,7301.3232421875
1721141788.7306151,2252800,6988.9189453125
1721141799.98256,2304000,7098.69921875
1721141813.928742,2355200,7437.345703125
1721141824.6967418,2406400,7139.20361328125
1721141834.950198,2457600,6604.119140625
1721141845.433516,2508800,6525.78173828125
1721141855.587575,2560000,7063.98388671875
1721141864.3398678,2611200,8028.96044921875
1721141879.663121,2662400,8252.6982421875
1721141895.219966,2713600,8246.20703125
1721141909.057214,2764800,8296.4814453125
1721141922.491272,2816000,8360.3017578125
1721141941.530679,2867200,8322.6904296875
1721141954.0658472,2918400,8410.2880859375
1721141967.987305,2969600,8483.4267578125
1721141984.387197,3020800,8541.3212890625
1721141998.442621,3072000,8563.7666015625
1721142014.8731961,3123200,8175.44677734375
1721142025.344895,3174400,8096.3486328125
1721142035.0418491,3225600,8133.2255859375
